÷§»Ø¥˙¬Î,÷§»Ø√˚≥∆,Ωª“◊ ±º‰,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,’«µ¯,’«µ¯∑˘%,≥…Ωª¡ø,≥…Ωª∂Ó
600760,÷–∫Ω…Ú∑…,2020-01-02,120.2338,121.7806,118.9889,119.9697,0.7545,0.6329,"8,138,775","259,471,132"
600760,÷–∫Ω…Ú∑…,2020-01-03,120.2715,124.2705,119.3661,123.5915,3.6217,3.0189,"16,751,728","543,653,168"
600760,÷–∫Ω…Ú∑…,2020-01-06,126.1191,129.0240,124.3837,125.0628,1.4713,1.1905,"17,125,229","572,508,496"
600760,÷–∫Ω…Ú∑…,2020-01-07,124.5723,126.5718,122.9878,125.1382,0.0754,0.0603,"8,738,074","290,171,120"
600760,÷–∫Ω…Ú∑…,2020-01-08,128.3450,128.9109,124.2328,126.4587,1.3204,1.0552,"15,494,704","521,662,368"
600760,÷–∫Ω…Ú∑…,2020-01-09,122.9878,123.3651,121.1393,122.2333,-4.2253,-3.3413,"10,090,357","327,110,464"
600760,÷–∫Ω…Ú∑…,2020-01-10,121.8560,122.9124,118.8379,120.6111,-1.6222,-1.3272,"12,117,895","387,043,568"
600760,÷–∫Ω…Ú∑…,2020-01-13,121.8560,121.8560,119.2907,120.4224,-0.1886,-0.1564,"5,772,752","183,675,848"
600760,÷–∫Ω…Ú∑…,2020-01-14,120.4224,121.2524,118.0834,118.3098,-2.1127,-1.7544,"8,325,283","263,459,006"
600760,÷–∫Ω…Ú∑…,2020-01-15,118.2343,118.5361,115.5557,116.1971,-2.1127,-1.7857,"9,487,001","293,110,784"
600760,÷–∫Ω…Ú∑…,2020-01-16,116.4989,118.1211,115.1408,115.3671,-0.8300,-0.7143,"9,030,288","278,726,480"
600760,÷–∫Ω…Ú∑…,2020-01-17,115.4426,116.4989,114.4617,115.8576,0.4904,0.4251,"6,717,747","206,071,177"
600760,÷–∫Ω…Ú∑…,2020-01-20,115.7821,118.0834,115.4426,117.2912,1.4336,1.2374,"7,497,165","232,202,943"
600760,÷–∫Ω…Ú∑…,2020-01-21,117.3289,117.3289,112.7263,113.3299,-3.9613,-3.3773,"12,703,562","384,503,584"
600760,÷–∫Ω…Ú∑…,2020-01-22,113.1790,113.4808,110.6513,112.8017,-0.5282,-0.4661,"7,141,440","212,040,410"
600760,÷–∫Ω…Ú∑…,2020-01-23,111.2927,113.9335,108.6518,109.4064,-3.3954,-3.0100,"9,004,640","264,443,576"
600760,÷–∫Ω…Ú∑…,2020-02-03,98.4657,99.2580,98.4657,98.4657,-10.9406,-10.0000,"10,939,545","285,728,368"
600760,÷–∫Ω…Ú∑…,2020-02-04,94.3158,100.5784,94.3158,100.0502,1.5845,1.6092,"14,098,231","369,324,944"
600760,÷–∫Ω…Ú∑…,2020-02-05,100.0125,104.5774,99.8239,100.8802,0.8300,0.8296,"13,573,861","366,785,648"
600760,÷–∫Ω…Ú∑…,2020-02-06,101.2952,103.4456,100.0125,102.8420,1.9618,1.9447,"11,456,514","310,263,648"
600760,÷–∫Ω…Ú∑…,2020-02-07,102.8043,103.5588,101.4084,103.3701,0.5282,0.5136,"11,485,942","311,504,272"
600760,÷–∫Ω…Ú∑…,2020-02-10,102.9929,104.9169,102.4270,104.8792,1.5090,1.4598,"11,328,253","310,718,592"
600760,÷–∫Ω…Ú∑…,2020-02-11,105.2565,105.4451,103.1815,103.2570,-1.6222,-1.5468,"10,676,772","293,870,944"
600760,÷–∫Ω…Ú∑…,2020-02-12,103.2570,103.2947,101.8611,103.0683,-0.1886,-0.1827,"12,243,611","332,914,464"
600760,÷–∫Ω…Ú∑…,2020-02-13,103.5588,104.1247,101.1820,101.4838,-1.5845,-1.5373,"13,996,248","380,130,112"
600760,÷–∫Ω…Ú∑…,2020-02-14,101.3707,102.3893,100.7670,101.6347,0.1509,0.1487,"10,093,229","271,730,672"
600760,÷–∫Ω…Ú∑…,2020-02-17,102.6156,111.5945,102.6156,111.1795,9.5448,9.3912,"28,683,395","817,908,784"
600760,÷–∫Ω…Ú∑…,2020-02-18,112.4245,112.9904,107.5200,108.7273,-2.4522,-2.2056,"26,491,341","770,383,648"
600760,÷–∫Ω…Ú∑…,2020-02-19,107.3314,110.8400,106.0110,108.1237,-0.6036,-0.5552,"20,227,318","582,278,176"
600760,÷–∫Ω…Ú∑…,2020-02-20,108.3123,109.3309,106.3883,108.9536,0.8300,0.7676,"16,245,758","464,599,072"
600760,÷–∫Ω…Ú∑…,2020-02-21,109.0668,110.7268,108.2746,110.5759,1.6222,1.4889,"20,823,412","604,601,840"
600760,÷–∫Ω…Ú∑…,2020-02-24,110.5381,113.1035,109.0291,112.4999,1.9240,1.7400,"20,727,483","609,387,536"
600760,÷–∫Ω…Ú∑…,2020-02-25,110.1609,111.1418,106.4260,109.4441,-3.0558,-2.7163,"18,589,784","538,665,072"
600760,÷–∫Ω…Ú∑…,2020-02-26,107.8973,112.9526,106.8410,110.2363,0.7923,0.7239,"23,905,708","701,877,872"
600760,÷–∫Ω…Ú∑…,2020-02-27,110.5381,112.4245,107.6332,109.6327,-0.6036,-0.5476,"16,371,601","477,290,176"
600760,÷–∫Ω…Ú∑…,2020-02-28,106.5769,108.1991,102.8043,104.8792,-4.7535,-4.3359,"20,215,747","565,080,160"
600760,÷–∫Ω…Ú∑…,2020-03-02,105.1810,108.4632,104.0115,107.3691,2.4899,2.3741,"13,945,611","394,652,704"
600760,÷–∫Ω…Ú∑…,2020-03-03,108.4632,112.1227,107.8596,109.1423,1.7731,1.6514,"19,912,497","581,440,064"
600760,÷–∫Ω…Ú∑…,2020-03-04,108.3123,111.2550,107.9350,110.1986,1.0563,0.9679,"12,463,744","362,906,704"
600760,÷–∫Ω…Ú∑…,2020-03-05,111.0286,111.5945,109.4064,110.3118,0.1132,0.1027,"14,171,188","414,011,696"
600760,÷–∫Ω…Ú∑…,2020-03-06,108.7273,110.4627,108.7273,109.1045,-1.2072,-1.0944,"9,858,413","286,112,640"
600760,÷–∫Ω…Ú∑…,2020-03-09,107.5955,108.1237,103.4079,104.0869,-5.0176,-4.5989,"16,268,351","454,572,080"
600760,÷–∫Ω…Ú∑…,2020-03-10,102.8043,106.5014,102.1252,106.5014,2.4145,2.3197,"11,040,815","305,920,464"
600760,÷–∫Ω…Ú∑…,2020-03-11,110.7645,117.1403,110.2741,117.1403,10.6388,9.9894,"58,284,407","1,785,804,656"
600760,÷–∫Ω…Ú∑…,2020-03-12,114.3108,119.9697,112.7640,115.9330,-1.2072,-1.0306,"44,005,953","1,357,005,808"
600760,÷–∫Ω…Ú∑…,2020-03-13,113.1790,118.7625,110.5381,115.9707,0.0377,0.0325,"30,843,033","944,903,360"
600760,÷–∫Ω…Ú∑…,2020-03-16,116.5366,118.7625,111.4436,112.0095,-3.9613,-3.4157,"24,454,036","748,593,936"
600760,÷–∫Ω…Ú∑…,2020-03-17,113.1790,115.2539,104.5397,107.1805,-4.8290,-4.3112,"22,498,691","647,109,728"
600760,÷–∫Ω…Ú∑…,2020-03-18,108.2368,108.8027,102.5024,102.5024,-4.6781,-4.3647,"21,939,097","617,506,096"
600760,÷–∫Ω…Ú∑…,2020-03-19,102.4270,104.0492,100.3520,103.3701,0.8677,0.8465,"14,458,500","392,975,552"
600760,÷–∫Ω…Ú∑…,2020-03-20,104.5019,104.6528,101.7856,102.9552,-0.4150,-0.4015,"12,528,029","342,240,512"
600760,÷–∫Ω…Ú∑…,2020-03-23,99.9748,102.4270,99.8616,100.3520,-2.6031,-2.5284,"10,107,089","271,381,728"
600760,÷–∫Ω…Ú∑…,2020-03-24,102.3138,103.6342,98.9939,103.5965,3.2445,3.2331,"13,242,978","357,124,864"
600760,÷–∫Ω…Ú∑…,2020-03-25,104.5019,104.8037,103.1061,104.6906,1.0941,1.0561,"10,429,080","287,735,760"
600760,÷–∫Ω…Ú∑…,2020-03-26,103.7851,105.2942,103.1815,103.9738,-0.7168,-0.6847,"7,016,310","193,493,125"
600760,÷–∫Ω…Ú∑…,2020-03-27,104.9169,107.1428,104.2378,105.5583,1.5845,1.5240,"9,722,822","272,089,200"
600760,÷–∫Ω…Ú∑…,2020-03-30,104.5019,111.2927,104.1247,109.2177,3.6595,3.4668,"16,843,469","481,257,584"
600760,÷–∫Ω…Ú∑…,2020-03-31,109.1045,109.9723,107.1805,108.0105,-1.2072,-1.1054,"10,737,081","308,490,304"
600760,÷–∫Ω…Ú∑…,2020-04-01,107.5200,108.1237,104.9547,105.1433,-2.8672,-2.6546,"9,359,364","263,838,009"
600760,÷–∫Ω…Ú∑…,2020-04-02,104.5397,106.7655,104.5397,106.6523,1.5090,1.4352,"5,804,052","163,197,081"
600760,÷–∫Ω…Ú∑…,2020-04-03,106.3883,108.8405,106.1242,106.9164,0.2641,0.2476,"6,742,608","192,078,370"
600760,÷–∫Ω…Ú∑…,2020-04-07,108.5764,113.5563,108.0859,113.4808,6.5644,6.1397,"19,590,216","576,570,080"
600760,÷–∫Ω…Ú∑…,2020-04-08,111.9717,116.5744,111.6699,115.4426,1.9618,1.7287,"18,800,339","570,509,248"
600760,÷–∫Ω…Ú∑…,2020-04-09,116.1594,117.9702,114.7258,116.9516,1.5090,1.3072,"17,178,815","531,033,120"
600760,÷–∫Ω…Ú∑…,2020-04-10,116.9516,119.4416,116.1971,118.2720,1.3204,1.1290,"18,538,589","578,288,880"
600760,÷–∫Ω…Ú∑…,2020-04-13,117.3289,120.1584,115.4048,118.0080,-0.2641,-0.2233,"12,565,264","391,920,176"
600760,÷–∫Ω…Ú∑…,2020-04-14,118.2720,119.3284,116.9516,118.8379,0.8300,0.7033,"11,499,730","360,316,704"
600760,÷–∫Ω…Ú∑…,2020-04-15,119.5547,120.1584,116.1971,118.0457,-0.7923,-0.6667,"11,258,795","353,677,104"
600760,÷–∫Ω…Ú∑…,2020-04-16,117.0648,129.2881,116.9516,125.0628,7.0171,5.9444,"31,038,716","1,022,175,584"
600760,÷–∫Ω…Ú∑…,2020-04-17,123.8933,124.6855,117.0271,117.3289,-7.7339,-6.1840,"25,746,403","822,631,536"
600760,÷–∫Ω…Ú∑…,2020-04-20,117.4043,118.8757,116.0085,118.1211,0.7923,0.6752,"13,727,419","428,102,352"
600760,÷–∫Ω…Ú∑…,2020-04-21,117.1403,120.6111,117.0648,118.3852,0.2641,0.2236,"13,236,357","415,851,104"
600760,÷–∫Ω…Ú∑…,2020-04-22,117.7062,119.4038,115.7067,118.3852,0.0000,0.0000,"8,245,692","257,371,870"
600760,÷–∫Ω…Ú∑…,2020-04-23,117.8193,121.2902,116.9516,118.8002,0.4150,0.3505,"13,415,555","424,633,328"
600760,÷–∫Ω…Ú∑…,2020-04-24,118.8379,119.7056,116.0462,118.1211,-0.6791,-0.5716,"11,638,268","363,031,744"
600760,÷–∫Ω…Ú∑…,2020-04-27,119.9697,122.6106,118.1589,119.6679,1.5468,1.3095,"22,657,282","722,743,600"
600760,÷–∫Ω…Ú∑…,2020-04-28,119.7811,125.4400,117.0648,124.3083,4.6404,3.8777,"25,455,022","826,438,944"
600760,÷–∫Ω…Ú∑…,2020-04-29,123.1765,126.7605,122.9124,125.9305,1.6222,1.3050,"16,413,693","544,720,480"
600760,÷–∫Ω…Ú∑…,2020-04-30,125.2514,128.7222,124.5723,126.3455,0.4150,0.3295,"16,819,732","567,491,392"
600760,÷–∫Ω…Ú∑…,2020-05-06,126.2323,132.2685,126.2323,131.2876,4.9421,3.9116,"18,758,664","646,096,624"
600760,÷–∫Ω…Ú∑…,2020-05-07,130.9481,131.3254,128.3827,129.7786,-1.5090,-1.1494,"10,974,529","378,451,056"
600760,÷–∫Ω…Ú∑…,2020-05-08,130.2313,131.8535,129.0240,129.5899,-0.1886,-0.1454,"11,898,220","411,315,088"
600760,÷–∫Ω…Ú∑…,2020-05-11,130.6463,134.2680,130.1936,131.6649,2.0750,1.6012,"12,898,988","452,147,344"
600760,÷–∫Ω…Ú∑…,2020-05-12,131.9290,133.0985,129.5145,131.0990,-0.5659,-0.4298,"9,889,977","343,393,696"
600760,÷–∫Ω…Ú∑…,2020-05-13,130.0804,132.4194,129.7031,132.0044,0.9054,0.6907,"7,935,847","276,529,488"
600760,÷–∫Ω…Ú∑…,2020-05-14,131.8535,133.3626,130.0427,132.4949,0.4904,0.3715,"9,261,989","323,483,568"
600760,÷–∫Ω…Ú∑…,2020-05-15,132.0422,132.4194,129.3259,130.7217,-1.7731,-1.3383,"10,391,270","359,986,640"
600760,÷–∫Ω…Ú∑…,2020-05-18,130.7217,136.3052,130.3445,134.3057,3.5840,2.7417,"16,535,889","590,630,976"
600760,÷–∫Ω…Ú∑…,2020-05-19,134.3057,135.6262,132.9853,135.4753,1.1695,0.8708,"9,713,855","345,723,712"
600760,÷–∫Ω…Ú∑…,2020-05-20,134.9093,136.0412,127.1377,128.7977,-6.6776,-4.9290,"20,577,919","712,125,824"
600760,÷–∫Ω…Ú∑…,2020-05-21,128.9863,130.5331,127.7036,128.3450,-0.4527,-0.3515,"12,403,253","424,086,848"
600760,÷–∫Ω…Ú∑…,2020-05-22,127.8923,129.2127,123.4783,123.7046,-4.6403,-3.6155,"11,966,954","399,354,896"
600760,÷–∫Ω…Ú∑…,2020-05-25,124.1951,126.3832,123.3274,124.3837,0.6791,0.5490,"8,490,796","281,308,080"
600760,÷–∫Ω…Ú∑…,2020-05-26,125.1382,125.5910,123.7424,125.1382,0.7545,0.6066,"7,411,775","245,110,733"
600760,÷–∫Ω…Ú∑…,2020-05-27,124.5346,126.0437,123.9687,124.6478,-0.4904,-0.3919,"7,418,077","245,483,178"
600760,÷–∫Ω…Ú∑…,2020-05-28,124.7987,125.4778,122.3842,125.4778,0.8300,0.6659,"9,462,999","311,435,552"
600760,÷–∫Ω…Ú∑…,2020-05-29,125.4778,126.7605,124.3460,126.7605,1.2827,1.0223,"8,024,650","267,149,583"
600760,÷–∫Ω…Ú∑…,2020-06-01,125.6287,128.8354,124.6101,128.3073,1.5468,1.2202,"11,725,004","395,822,400"
600760,÷–∫Ω…Ú∑…,2020-06-02,127.8545,129.9295,126.7605,127.0246,-1.2827,-0.9997,"7,478,605","253,901,793"
600760,÷–∫Ω…Ú∑…,2020-06-03,127.0623,127.8545,124.7610,125.6664,-1.3581,-1.0692,"8,314,608","278,369,952"
600760,÷–∫Ω…Ú∑…,2020-06-04,126.0060,126.2700,122.9878,123.2142,-2.4522,-1.9514,"9,816,228","323,289,072"
600760,÷–∫Ω…Ú∑…,2020-06-05,123.2142,123.9310,121.9315,122.8369,-0.3773,-0.3062,"4,810,723","156,534,255"
600760,÷–∫Ω…Ú∑…,2020-06-08,123.4028,126.1191,121.1015,124.3837,1.5468,1.2592,"11,378,745","373,264,704"
600760,÷–∫Ω…Ú∑…,2020-06-09,124.4969,124.8364,121.4788,123.5915,-0.7923,-0.6370,"8,684,534","283,424,208"
600760,÷–∫Ω…Ú∑…,2020-06-10,123.3274,124.1951,121.4788,123.1387,-0.4527,-0.3663,"7,998,145","259,976,246"
600760,÷–∫Ω…Ú∑…,2020-06-11,123.1765,123.7046,121.4788,122.3088,-0.8300,-0.6740,"7,007,788","228,137,892"
600760,÷–∫Ω…Ú∑…,2020-06-12,121.0638,123.1765,120.1961,123.1765,0.8677,0.7095,"7,937,771","256,925,286"
600760,÷–∫Ω…Ú∑…,2020-06-15,122.9501,122.9501,120.2715,120.2715,-2.9049,-2.3584,"7,563,911","243,532,246"
600760,÷–∫Ω…Ú∑…,2020-06-16,120.7620,122.8369,120.7620,122.2333,1.9618,1.6311,"8,024,944","259,387,513"
600760,÷–∫Ω…Ú∑…,2020-06-17,124.3083,127.3641,122.9878,126.0437,3.8104,3.1173,"17,568,658","584,951,024"
600760,÷–∫Ω…Ú∑…,2020-06-18,124.5346,124.6855,120.6865,121.7806,-4.2631,-3.3822,"14,407,207","465,470,144"
600760,÷–∫Ω…Ú∑…,2020-06-19,121.4716,121.9265,120.8273,121.8507,0.0701,0.0575,"8,142,118","260,707,181"
600760,÷–∫Ω…Ú∑…,2020-06-22,121.8128,122.6087,121.2822,122.4950,0.6443,0.5288,"8,271,998","266,346,736"
600760,÷–∫Ω…Ú∑…,2020-06-23,122.3434,123.9731,121.2822,123.9352,1.4402,1.1757,"8,718,955","282,134,192"
600760,÷–∫Ω…Ú∑…,2020-06-24,123.9352,123.9352,121.8507,122.2297,-1.7055,-1.3762,"7,041,307","227,804,480"
600760,÷–∫Ω…Ú∑…,2020-06-29,121.6611,124.8827,120.9410,123.6699,1.4402,1.1783,"9,307,129","302,709,152"
600760,÷–∫Ω…Ú∑…,2020-06-30,123.8973,124.8827,123.1014,124.3900,0.7201,0.5823,"8,477,488","277,698,480"
600760,÷–∫Ω…Ú∑…,2020-07-01,125.0722,128.1043,123.9352,128.1043,3.7143,2.9860,"15,726,575","522,264,576"
600760,÷–∫Ω…Ú∑…,2020-07-02,128.2938,128.2938,126.7398,127.3084,-0.7959,-0.6213,"12,988,644","436,400,720"
600760,÷–∫Ω…Ú∑…,2020-07-03,128.0285,135.8739,127.5358,133.4862,6.1778,4.8526,"25,846,467","903,664,320"
600760,÷–∫Ω…Ú∑…,2020-07-06,136.0634,146.8272,136.0634,146.8272,13.3410,9.9943,"28,138,099","1,075,764,128"
600760,÷–∫Ω…Ú∑…,2020-07-07,154.2557,161.4948,152.3986,161.4948,14.6676,9.9897,"25,667,441","1,066,718,304"
600760,÷–∫Ω…Ú∑…,2020-07-08,169.5676,177.6404,167.5210,177.6404,16.1457,9.9976,"27,090,077","1,247,938,704"
600760,÷–∫Ω…Ú∑…,2020-07-09,195.4159,195.4159,195.4159,195.4159,17.7754,10.0064,"3,021,109","155,768,380"
600760,÷–∫Ω…Ú∑…,2020-07-10,214.9726,214.9726,214.9726,214.9726,19.5568,10.0078,"8,391,490","475,965,312"
600760,÷–∫Ω…Ú∑…,2020-07-13,208.4537,226.9492,193.9756,221.7189,6.7463,3.1382,"79,636,567","4,369,316,864"
600760,÷–∫Ω…Ú∑…,2020-07-14,216.0338,243.8908,214.1767,223.7656,2.0466,0.9231,"74,467,491","4,464,470,528"
600760,÷–∫Ω…Ú∑…,2020-07-15,226.3049,235.0600,207.3167,217.1329,-6.6326,-2.9641,"59,840,479","3,543,923,232"
600760,÷–∫Ω…Ú∑…,2020-07-16,210.5382,223.7277,196.2497,204.8910,-12.2419,-5.6380,"53,942,422","3,022,328,368"
600760,÷–∫Ω…Ú∑…,2020-07-17,206.5587,225.3953,197.8415,225.3953,20.5043,10.0074,"55,323,777","3,170,242,176"
600760,÷–∫Ω…Ú∑…,2020-07-20,234.2262,247.9462,233.4681,247.9462,22.5509,10.0050,"17,992,156","1,152,175,840"
600760,÷–∫Ω…Ú∑…,2020-07-21,266.8207,272.5058,229.9055,230.5877,-17.3585,-7.0009,"75,968,691","4,918,441,984"
600760,÷–∫Ω…Ú∑…,2020-07-22,227.3661,244.0424,227.3661,233.9987,3.4111,1.4793,"59,506,312","3,714,663,712"
600760,÷–∫Ω…Ú∑…,2020-07-23,238.6226,257.3835,229.2612,257.3835,23.3847,9.9935,"67,866,270","4,418,942,208"
600760,÷–∫Ω…Ú∑…,2020-07-24,263.9024,282.3600,246.3544,249.3864,-7.9971,-3.1071,"79,536,085","5,624,794,880"
600760,÷–∫Ω…Ú∑…,2020-07-27,242.9812,260.3018,226.0775,249.9549,0.5685,0.2280,"52,474,483","3,346,061,616"
600760,÷–∫Ω…Ú∑…,2020-07-28,244.0803,255.3368,236.9929,241.6168,-8.3381,-3.3359,"34,487,175","2,227,173,632"
600760,÷–∫Ω…Ú∑…,2020-07-29,238.7742,247.9841,233.9987,245.2173,3.6005,1.4902,"37,441,027","2,385,796,144"
600760,÷–∫Ω…Ú∑…,2020-07-30,244.4214,257.4214,237.0308,248.4389,3.2216,1.3138,"42,506,329","2,757,418,944"
600760,÷–∫Ω…Ú∑…,2020-07-31,246.9229,248.4389,238.5089,242.2990,-6.1399,-2.4714,"30,118,600","1,928,846,352"
600760,÷–∫Ω…Ú∑…,2020-08-03,245.7859,265.0773,240.7451,260.7187,18.4197,7.6021,"48,370,324","3,268,693,936"
600760,÷–∫Ω…Ú∑…,2020-08-04,253.9724,255.4505,241.8063,241.8063,-18.9124,-7.2540,"40,992,077","2,667,293,680"
600760,÷–∫Ω…Ú∑…,2020-08-05,238.3194,250.8266,235.0221,245.4068,3.6006,1.4890,"33,247,891","2,151,816,688"
600760,÷–∫Ω…Ú∑…,2020-08-06,244.4593,269.9665,244.0045,269.9665,24.5597,10.0077,"63,596,725","4,405,234,176"
600760,÷–∫Ω…Ú∑…,2020-08-07,261.5146,293.6923,252.6459,278.1909,8.2245,3.0465,"61,493,100","4,360,990,208"
600760,÷–∫Ω…Ú∑…,2020-08-10,273.1122,298.2783,263.4097,263.5992,-14.5918,-5.2452,"51,654,670","3,794,724,848"
600760,÷–∫Ω…Ú∑…,2020-08-11,256.2085,272.1268,251.0919,256.9666,-6.6326,-2.5162,"34,128,969","2,342,007,552"
600760,÷–∫Ω…Ú∑…,2020-08-12,253.9345,263.4097,241.2757,248.8558,-8.1107,-3.1563,"32,240,299","2,139,178,496"
600760,÷–∫Ω…Ú∑…,2020-08-13,250.0686,254.6925,244.0045,245.8238,-3.0321,-1.2184,"27,108,390","1,788,694,224"
600760,÷–∫Ω…Ú∑…,2020-08-14,242.5264,258.5584,240.2903,250.7130,4.8892,1.9889,"30,366,724","2,010,358,016"
600760,÷–∫Ω…Ú∑…,2020-08-17,250.1444,261.0598,244.8383,257.8762,7.1632,2.8571,"29,964,713","2,010,054,656"
600760,÷–∫Ω…Ú∑…,2020-08-18,255.2989,267.2755,255.0715,257.9899,0.1137,0.0441,"26,601,178","1,824,536,304"
600760,÷–∫Ω…Ú∑…,2020-08-19,255.4126,256.1706,243.2465,243.8150,-14.1748,-5.4943,"25,551,866","1,679,045,392"
600760,÷–∫Ω…Ú∑…,2020-08-20,242.5643,246.2786,226.2670,227.0629,-16.7521,-6.8708,"34,742,919","2,137,510,656"
600760,÷–∫Ω…Ú∑…,2020-08-21,230.7791,234.0385,225.3972,228.8840,1.8211,0.8020,"22,156,288","1,343,558,224"
600760,÷–∫Ω…Ú∑…,2020-08-24,231.0065,234.1902,225.7762,229.7937,0.9096,0.3974,"13,294,308","804,075,024"
600760,÷–∫Ω…Ú∑…,2020-08-25,229.8695,230.7412,218.1203,220.5838,-9.2099,-4.0079,"22,869,956","1,341,673,904"
600760,÷–∫Ω…Ú∑…,2020-08-26,222.0998,225.4730,215.5809,217.3243,-3.2595,-1.4777,"14,512,955","841,651,664"
600760,÷–∫Ω…Ú∑…,2020-08-27,219.7121,221.6071,216.4147,219.4468,2.1225,0.9766,"13,106,465","757,994,512"
600760,÷–∫Ω…Ú∑…,2020-08-28,220.8472,228.5410,218.0047,222.0979,2.6511,1.2081,"21,544,462","1,261,411,712"
600760,÷–∫Ω…Ú∑…,2020-08-31,222.2874,230.2845,217.9289,223.8035,1.7055,0.7679,"28,170,981","1,671,943,184"
600760,÷–∫Ω…Ú∑…,2020-09-01,224.9784,231.8005,222.5148,228.1620,4.3586,1.9475,"29,923,881","1,803,831,728"
600760,÷–∫Ω…Ú∑…,2020-09-02,227.7830,227.8209,216.4128,217.9289,-10.2332,-4.4851,"24,485,463","1,426,432,736"
600760,÷–∫Ω…Ú∑…,2020-09-03,215.9959,217.7394,210.6519,215.6548,-2.2740,-1.0435,"19,219,686","1,082,949,664"
