÷§»Ø¥˙¬Î,÷§»Ø√˚≥∆,Ωª“◊ ±º‰,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,’«µ¯,’«µ¯∑˘%,≥…Ωª¡ø,≥…Ωª∂Ó
600760,÷–∫Ω…Ú∑…,2022-01-11,337.6955,337.8553,327.5753,329.4928,-7.0309,-2.0893,"9,252,702","575,290,736"
600760,÷–∫Ω…Ú∑…,2022-01-12,329.7058,337.0031,329.4928,336.6302,7.1374,2.1662,"8,833,648","553,579,648"
600760,÷–∫Ω…Ú∑…,2022-01-13,336.6302,337.5357,329.7058,330.0254,-6.6048,-1.9620,"6,592,754","411,124,288"
600760,÷–∫Ω…Ú∑…,2022-01-14,328.1079,331.0374,319.2660,319.5856,-10.4398,-3.1633,"13,703,962","832,862,192"
600760,÷–∫Ω…Ú∑…,2022-01-17,320.1715,328.4275,317.9877,327.7350,8.1494,2.5500,"10,416,969","633,310,208"
600760,÷–∫Ω…Ú∑…,2022-01-18,325.8175,331.4636,324.6990,329.2265,1.4914,0.4551,"7,431,560","458,617,808"
600760,÷–∫Ω…Ú∑…,2022-01-19,329.2265,329.2265,308.9328,313.9929,-15.2336,-4.6271,"15,008,249","891,019,472"
600760,÷–∫Ω…Ú∑…,2022-01-20,314.2592,315.3245,298.8658,302.3813,-11.6116,-3.6981,"24,649,802","1,410,150,448"
600760,÷–∫Ω…Ú∑…,2022-01-21,280.7027,287.3607,272.1272,282.7267,-19.6545,-6.4999,"43,624,493","2,282,349,168"
600760,÷–∫Ω…Ú∑…,2022-01-24,282.5670,291.2490,278.0395,286.5618,3.8350,1.3564,"17,953,169","958,601,200"
600760,÷–∫Ω…Ú∑…,2022-01-25,289.2250,294.3383,283.0996,283.2061,-3.3557,-1.1710,"15,416,984","835,744,512"
600760,÷–∫Ω…Ú∑…,2022-01-26,283.0996,287.4673,274.8436,281.1288,-2.0773,-0.7335,"12,567,944","663,452,064"
600760,÷–∫Ω…Ú∑…,2022-01-27,281.0223,283.8453,272.2337,272.9794,-8.1494,-2.8988,"9,416,950","490,299,104"
600760,÷–∫Ω…Ú∑…,2022-01-28,274.8436,279.6374,271.1151,274.8436,1.8643,0.6829,"9,740,978","504,264,704"
600760,÷–∫Ω…Ú∑…,2022-02-07,280.7027,281.7680,274.4708,275.6426,0.7990,0.2907,"7,772,915","403,995,008"
600760,÷–∫Ω…Ú∑…,2022-02-08,277.5068,277.5068,268.0791,277.5068,1.8642,0.6763,"9,010,273","462,258,096"
600760,÷–∫Ω…Ú∑…,2022-02-09,276.4416,283.8986,274.4175,282.4604,4.9536,1.7850,"13,015,967","684,843,200"
600760,÷–∫Ω…Ú∑…,2022-02-10,282.5137,287.6270,279.9570,282.8333,0.3728,0.1320,"11,803,413","628,137,264"
600760,÷–∫Ω…Ú∑…,2022-02-11,281.7680,284.2181,275.0567,276.3883,-6.4449,-2.2787,"8,578,406","450,701,840"
600760,÷–∫Ω…Ú∑…,2022-02-14,279.6374,287.6270,277.9330,283.0996,6.7113,2.4282,"14,391,457","765,243,008"
600760,÷–∫Ω…Ú∑…,2022-02-15,282.9931,291.0892,282.0343,288.7456,5.6460,1.9944,"16,176,629","874,236,640"
600760,÷–∫Ω…Ú∑…,2022-02-16,286.2954,286.2954,278.5721,280.4897,-8.2560,-2.8592,"16,913,555","892,698,368"
600760,÷–∫Ω…Ú∑…,2022-02-17,279.6374,290.1837,278.4656,287.4140,6.9243,2.4687,"16,153,541","863,590,720"
600760,÷–∫Ω…Ú∑…,2022-02-18,284.9638,285.0171,279.1048,281.9810,-5.4330,-1.8903,"13,012,730","686,835,184"
600760,÷–∫Ω…Ú∑…,2022-02-21,282.3006,286.5618,279.7440,281.6615,-0.3196,-0.1133,"10,692,102","566,910,016"
600760,÷–∫Ω…Ú∑…,2022-02-22,286.1357,287.3607,274.0447,278.4124,-3.2491,-1.1536,"14,983,014","785,604,704"
600760,÷–∫Ω…Ú∑…,2022-02-23,277.9330,289.7576,275.6426,289.4380,11.0257,3.9602,"24,780,216","1,326,434,480"
600760,÷–∫Ω…Ú∑…,2022-02-24,288.1597,308.1338,284.6443,301.2094,11.7714,4.0670,"44,056,404","2,446,662,048"
600760,÷–∫Ω…Ú∑…,2022-02-25,292.9535,300.6768,286.5618,296.6820,-4.5275,-1.5031,"24,702,078","1,365,843,248"
600760,÷–∫Ω…Ú∑…,2022-02-28,300.4105,303.3400,295.8298,298.4930,1.8110,0.6104,"20,035,907","1,129,332,496"
600760,÷–∫Ω…Ú∑…,2022-03-01,301.2627,313.6200,298.0669,309.0926,10.5996,3.5510,"28,159,256","1,621,981,904"
600760,÷–∫Ω…Ú∑…,2022-03-02,309.4654,310.8503,302.5410,304.2455,-4.8470,-1.5682,"17,770,212","1,017,272,656"
600760,÷–∫Ω…Ú∑…,2022-03-03,304.5651,304.8847,293.8590,294.1786,-10.0670,-3.3088,"15,774,874","877,511,040"
600760,÷–∫Ω…Ú∑…,2022-03-04,294.0188,296.0961,286.8813,289.3848,-4.7938,-1.6295,"12,967,915","707,530,560"
600760,÷–∫Ω…Ú∑…,2022-03-07,292.0480,293.5927,285.0704,285.3367,-4.0481,-1.3989,"12,664,482","685,692,944"
600760,÷–∫Ω…Ú∑…,2022-03-08,283.0996,286.5618,271.2749,271.9141,-13.4226,-4.7041,"14,509,285","757,222,848"
600760,÷–∫Ω…Ú∑…,2022-03-09,272.9794,275.1632,252.7390,273.7251,1.8110,0.6660,"21,994,669","1,090,295,248"
600760,÷–∫Ω…Ú∑…,2022-03-10,276.6013,289.2250,276.6013,284.3247,10.5996,3.8724,"18,748,074","998,246,016"
600760,÷–∫Ω…Ú∑…,2022-03-11,281.2354,292.7404,277.8264,292.4208,8.0962,2.8475,"15,451,391","830,407,808"
600760,÷–∫Ω…Ú∑…,2022-03-14,287.6270,303.5531,286.6151,300.0909,7.6701,2.6230,"23,752,258","1,335,018,144"
600760,÷–∫Ω…Ú∑…,2022-03-15,296.9483,306.2696,292.9535,293.0067,-7.0842,-2.3607,"22,613,919","1,276,993,648"
600760,÷–∫Ω…Ú∑…,2022-03-16,297.3744,304.4053,288.1597,302.2747,9.2680,3.1631,"19,662,400","1,100,395,184"
600760,÷–∫Ω…Ú∑…,2022-03-17,304.8847,307.7077,297.9071,299.3452,-2.9295,-0.9692,"20,968,454","1,185,929,376"
600760,÷–∫Ω…Ú∑…,2022-03-18,297.2146,297.7473,289.2783,293.8590,-5.4862,-1.8327,"12,079,197","666,498,752"
600760,÷–∫Ω…Ú∑…,2022-03-21,293.1133,302.5410,293.1133,298.2799,4.4209,1.5044,"9,899,922","554,263,600"
600760,÷–∫Ω…Ú∑…,2022-03-22,297.6940,302.5410,293.3796,297.4809,-0.7990,-0.2679,"10,373,784","578,886,000"
600760,÷–∫Ω…Ú∑…,2022-03-23,295.6700,318.4138,294.9775,312.9276,15.4467,5.1925,"25,985,180","1,511,923,952"
600760,÷–∫Ω…Ú∑…,2022-03-24,308.9328,321.1835,307.8675,314.8451,1.9175,0.6128,"18,501,229","1,099,011,024"
600760,÷–∫Ω…Ú∑…,2022-03-25,314.8983,333.1147,312.9276,318.5203,3.6752,1.1673,"19,073,858","1,160,011,072"
600760,÷–∫Ω…Ú∑…,2022-03-28,313.7798,321.5031,312.0221,313.5135,-5.0068,-1.5719,"8,654,241","512,832,400"
600760,÷–∫Ω…Ú∑…,2022-03-29,324.8588,327.0426,307.6012,308.1871,-5.3264,-1.6989,"20,334,610","1,207,438,976"
600760,÷–∫Ω…Ú∑…,2022-03-30,307.8675,309.8383,299.6115,305.4706,-2.7165,-0.8814,"18,148,347","1,036,919,712"
600760,÷–∫Ω…Ú∑…,2022-03-31,303.7661,304.5651,296.4157,299.8246,-5.6460,-1.8483,"10,727,352","603,675,200"
600760,÷–∫Ω…Ú∑…,2022-04-01,298.0136,302.1682,296.4689,300.8899,1.0653,0.3553,"8,740,878","492,318,384"
600760,÷–∫Ω…Ú∑…,2022-04-06,299.7180,299.8778,280.8092,284.1649,-16.7250,-5.5585,"16,955,931","912,000,032"
600760,÷–∫Ω…Ú∑…,2022-04-07,283.6322,296.5755,282.3006,288.4793,4.3144,1.5183,"14,059,983","768,749,920"
600760,÷–∫Ω…Ú∑…,2022-04-08,287.3607,290.8229,281.5016,284.3247,-4.1546,-1.4402,"9,311,055","499,978,832"
600760,÷–∫Ω…Ú∑…,2022-04-11,282.7800,284.0051,271.5945,273.2990,-11.0257,-3.8779,"12,618,917","651,908,496"
600760,÷–∫Ω…Ú∑…,2022-04-12,273.2457,273.7784,263.7114,272.5000,-0.7990,-0.2923,"12,012,697","604,695,136"
600760,÷–∫Ω…Ú∑…,2022-04-13,270.5825,272.6598,266.9073,268.8248,-3.6752,-1.3487,"6,726,905","341,019,152"
600760,÷–∫Ω…Ú∑…,2022-04-14,267.9193,277.6667,266.3746,275.8557,7.0309,2.6154,"9,197,295","471,338,704"
600760,÷–∫Ω…Ú∑…,2022-04-15,272.7131,282.1941,269.8900,278.6786,2.8230,1.0234,"11,237,210","584,777,136"
600760,÷–∫Ω…Ú∑…,2022-04-18,275.9089,287.2009,275.2697,285.6030,6.9243,2.4847,"12,903,188","686,655,680"
600760,÷–∫Ω…Ú∑…,2022-04-19,283.8986,288.5325,282.9398,287.6270,2.0240,0.7087,"8,251,994","443,257,648"
600760,÷–∫Ω…Ú∑…,2022-04-20,286.9879,288.6391,281.2886,286.5085,-1.1185,-0.3889,"9,050,422","485,008,688"
600760,÷–∫Ω…Ú∑…,2022-04-21,283.8986,290.6631,275.4295,275.8557,-10.6529,-3.7182,"8,080,304","427,708,080"
600760,÷–∫Ω…Ú∑…,2022-04-22,275.0034,276.4416,269.5172,270.0499,-5.8058,-2.1046,"7,036,457","359,556,976"
600760,÷–∫Ω…Ú∑…,2022-04-25,267.6530,267.6530,250.1823,250.3421,-19.7078,-7.2978,"11,424,069","552,259,744"
600760,÷–∫Ω…Ú∑…,2022-04-26,251.9400,254.8163,229.0364,231.8061,-18.5360,-7.4043,"13,784,526","618,473,776"
600760,÷–∫Ω…Ú∑…,2022-04-27,229.0364,252.5259,227.2254,250.2355,18.4294,7.9504,"17,148,632","778,021,216"
600760,÷–∫Ω…Ú∑…,2022-04-28,246.6136,261.5276,246.5070,252.3128,2.0773,0.8301,"10,720,587","511,048,080"
600760,÷–∫Ω…Ú∑…,2022-04-29,254.1238,267.2268,251.9400,265.7887,13.4759,5.3409,"11,914,249","582,559,424"
600760,÷–∫Ω…Ú∑…,2022-05-05,268.4519,288.6391,266.5344,280.1700,14.3813,5.4108,"20,332,892","1,070,291,568"
600760,÷–∫Ω…Ú∑…,2022-05-06,272.3402,288.1597,272.1804,281.2354,1.0653,0.3802,"14,100,878","742,864,560"
600760,÷–∫Ω…Ú∑…,2022-05-09,283.4724,293.9655,281.2354,293.4861,12.2508,4.3561,"17,168,648","931,392,352"
600760,÷–∫Ω…Ú∑…,2022-05-10,288.9586,299.2919,286.5618,296.0428,2.5567,0.8711,"16,989,462","937,073,184"
600760,÷–∫Ω…Ú∑…,2022-05-11,297.7473,300.9431,288.2130,290.9294,-5.1134,-1.7272,"19,298,177","1,067,637,440"
600760,÷–∫Ω…Ú∑…,2022-05-12,288.0532,297.9071,288.0532,296.7352,5.8058,1.9956,"12,595,624","694,752,096"
600760,÷–∫Ω…Ú∑…,2022-05-13,296.7352,297.9603,291.9415,293.4861,-3.2491,-1.0950,"6,774,629","373,427,568"
600760,÷–∫Ω…Ú∑…,2022-05-16,298.3332,299.9844,289.5978,290.0772,-3.4089,-1.1615,"7,202,829","397,042,448"
600760,÷–∫Ω…Ú∑…,2022-05-17,290.0772,295.3504,287.2009,292.8470,2.7697,0.9548,"6,812,783","373,654,032"
600760,÷–∫Ω…Ú∑…,2022-05-18,294.0188,296.0428,289.3848,291.3556,-1.4914,-0.5093,"7,107,478","390,266,448"
600760,÷–∫Ω…Ú∑…,2022-05-19,287.6803,293.4861,285.1236,291.6219,0.2663,0.0914,"11,211,109","607,668,208"
600760,÷–∫Ω…Ú∑…,2022-05-20,291.6219,297.6407,290.5566,294.7112,3.0893,1.0594,"8,626,371","475,898,688"
600760,÷–∫Ω…Ú∑…,2022-05-23,292.9535,295.5102,286.5085,294.5514,-0.1598,-0.0542,"10,393,919","566,026,336"
600760,÷–∫Ω…Ú∑…,2022-05-24,294.5514,302.9139,279.3178,279.3178,-15.2336,-5.1718,"20,380,404","1,111,991,088"
600760,÷–∫Ω…Ú∑…,2022-05-25,278.4124,287.8934,277.0275,284.4312,5.1134,1.8307,"10,969,140","584,608,352"
600760,÷–∫Ω…Ú∑…,2022-05-26,284.0690,297.0982,284.0690,290.5031,6.0719,2.1348,"15,616,162","850,227,072"
600760,÷–∫Ω…Ú∑…,2022-05-27,293.4521,296.2939,289.0018,290.1278,-0.3753,-0.1292,"11,349,548","619,662,976"
600760,÷–∫Ω…Ú∑…,2022-05-30,290.6104,295.9722,289.0018,295.2215,5.0937,1.7557,"8,584,606","469,119,040"
600760,÷–∫Ω…Ú∑…,2022-05-31,295.2215,300.7978,293.2913,299.5646,4.3431,1.4711,"11,264,182","625,972,704"
600760,÷–∫Ω…Ú∑…,2022-06-01,298.1169,311.6287,296.5620,305.6234,6.0588,2.0225,"16,568,477","947,263,424"
600760,÷–∫Ω…Ú∑…,2022-06-02,304.5511,309.8593,301.1731,306.8567,1.2332,0.4035,"9,623,843","548,813,488"
600760,÷–∫Ω…Ú∑…,2022-06-06,306.9103,311.3606,301.5485,310.5563,3.6996,1.2057,"11,602,438","665,151,856"
600760,÷–∫Ω…Ú∑…,2022-06-07,308.8405,317.7411,308.8405,313.9879,3.4316,1.1050,"13,172,752","770,505,808"
600760,÷–∫Ω…Ú∑…,2022-06-08,312.0576,313.5589,299.0820,305.3554,-8.6325,-2.7493,"17,716,517","1,007,837,376"
600760,÷–∫Ω…Ú∑…,2022-06-09,305.3554,306.9103,297.8488,299.7791,-5.5763,-1.8262,"11,306,204","636,015,168"
600760,÷–∫Ω…Ú∑…,2022-06-10,300.6370,313.6662,300.5297,313.2372,13.4581,4.4893,"17,251,518","998,936,928"
600760,÷–∫Ω…Ú∑…,2022-06-13,315.0066,319.2961,306.1060,317.2050,3.9678,1.2667,"17,956,610","1,051,571,728"
600760,÷–∫Ω…Ú∑…,2022-06-14,309.9129,313.3981,302.1383,307.8754,-9.3296,-2.9412,"12,735,421","728,449,120"
600760,÷–∫Ω…Ú∑…,2022-06-15,308.1971,313.1836,306.5886,307.8754,0.0000,0.0000,"10,445,431","604,424,880"
600760,÷–∫Ω…Ú∑…,2022-06-16,307.8754,312.6474,303.4787,305.7307,-2.1447,-0.6966,"8,189,634","470,540,192"
600760,÷–∫Ω…Ú∑…,2022-06-17,304.3902,307.1784,299.5646,305.2481,-0.4825,-0.1578,"11,413,804","644,927,504"
600760,÷–∫Ω…Ú∑…,2022-06-20,307.2320,313.6662,303.6396,309.2695,4.0214,1.3174,"11,150,871","644,532,000"
600760,÷–∫Ω…Ú∑…,2022-06-21,310.9853,310.9853,300.5833,302.5136,-6.7559,-2.1845,"9,213,469","522,570,480"
600760,÷–∫Ω…Ú∑…,2022-06-22,302.5136,304.9800,296.6156,296.8837,-5.6299,-1.8610,"7,680,174","430,371,136"
600760,÷–∫Ω…Ú∑…,2022-06-23,295.8113,316.8833,295.0607,316.2398,19.3561,6.5198,"23,316,576","1,345,169,184"
600760,÷–∫Ω…Ú∑…,2022-06-24,317.4195,326.9635,317.4195,318.9207,2.6809,0.8477,"21,821,245","1,310,354,032"
600760,÷–∫Ω…Ú∑…,2022-06-27,321.7089,321.7089,314.0951,316.3471,-2.5737,-0.8070,"14,137,440","836,040,336"
600760,÷–∫Ω…Ú∑…,2022-06-28,316.5079,328.2503,316.5079,325.7303,9.3832,2.9661,"22,992,878","1,392,913,584"
600760,÷–∫Ω…Ú∑…,2022-06-29,323.2102,328.1431,318.2773,318.3846,-7.3457,-2.2551,"12,038,731","724,631,824"
600760,÷–∫Ω…Ú∑…,2022-06-30,319.0816,327.6069,315.4892,324.1217,5.7372,1.8020,"13,500,993","813,610,288"
600760,÷–∫Ω…Ú∑…,2022-07-01,324.1217,336.7220,324.1217,330.7167,6.5950,2.0347,"16,802,987","1,037,446,624"
600760,÷–∫Ω…Ú∑…,2022-07-04,332.2717,343.0489,327.0707,339.9927,9.2759,2.8048,"19,038,410","1,202,712,448"
600760,÷–∫Ω…Ú∑…,2022-07-05,337.8480,339.8318,325.3549,332.4325,-7.5602,-2.2236,"16,719,169","1,032,752,976"
600760,÷–∫Ω…Ú∑…,2022-07-06,329.0546,334.0411,323.6392,329.6444,-2.7881,-0.8387,"13,413,943","823,207,552"
600760,÷–∫Ω…Ú∑…,2022-07-07,327.8750,335.9713,327.8750,331.1993,1.5549,0.4717,"13,015,150","806,376,224"
600760,÷–∫Ω…Ú∑…,2022-07-08,329.7516,334.9526,324.4434,329.0010,-2.1983,-0.6637,"9,725,239","596,832,000"
600760,÷–∫Ω…Ú∑…,2022-07-11,328.4112,328.4112,319.0280,323.7464,-5.2546,-1.5971,"10,428,936","626,718,624"
600760,÷–∫Ω…Ú∑…,2022-07-12,323.6928,334.2556,321.1727,321.2799,-2.4665,-0.7618,"11,889,323","724,765,216"
600760,÷–∫Ω…Ú∑…,2022-07-13,318.3846,320.6902,311.9504,313.6662,-7.6138,-2.3698,"11,685,855","686,473,328"
600760,÷–∫Ω…Ú∑…,2022-07-14,314.8994,322.8349,313.7198,319.0816,5.4154,1.7265,"9,250,365","550,901,584"
600760,÷–∫Ω…Ú∑…,2022-07-15,318.1701,323.0493,312.9155,313.5053,-5.5763,-1.7476,"9,233,715","545,397,920"
600760,÷–∫Ω…Ú∑…,2022-07-18,312.8619,314.4705,302.5672,308.2508,-5.2546,-1.6761,"14,494,205","827,476,464"
600760,÷–∫Ω…Ú∑…,2022-07-19,308.9478,311.4142,304.6047,310.0201,1.7694,0.5740,"10,401,663","597,385,984"
600760,÷–∫Ω…Ú∑…,2022-07-20,310.3955,321.1191,310.3955,321.0119,10.9917,3.5455,"18,685,541","1,103,252,480"
600760,÷–∫Ω…Ú∑…,2022-07-21,320.3684,320.3684,308.5188,308.6261,-12.3858,-3.8584,"17,261,539","1,003,878,032"
600760,÷–∫Ω…Ú∑…,2022-07-22,309.7520,312.3793,303.3179,307.8218,-0.8043,-0.2606,"9,040,168","517,218,336"
600760,÷–∫Ω…Ú∑…,2022-07-25,313.6662,316.8833,307.8754,309.3767,1.5549,0.5051,"10,029,750","583,073,920"
600760,÷–∫Ω…Ú∑…,2022-07-26,310.7172,317.2586,307.1248,315.7037,6.3269,2.0451,"12,928,964","758,226,016"
600760,÷–∫Ω…Ú∑…,2022-07-27,314.2024,333.0759,314.2024,327.3924,11.6888,3.7024,"25,000,413","1,522,749,056"
600760,÷–∫Ω…Ú∑…,2022-07-28,327.3924,332.4325,323.2102,331.6282,4.2358,1.2938,"15,339,452","938,778,272"
600760,÷–∫Ω…Ú∑…,2022-07-29,328.5184,330.2878,322.7276,327.9286,-3.6996,-1.1156,"12,705,931","773,438,208"
600760,÷–∫Ω…Ú∑…,2022-08-01,329.7516,332.7006,320.9046,324.8188,-3.1098,-0.9483,"12,303,278","745,701,808"
600760,÷–∫Ω…Ú∑…,2022-08-02,332.3789,335.1134,322.2451,327.2852,2.4664,0.7593,"27,554,272","1,691,655,984"
600760,÷–∫Ω…Ú∑…,2022-08-03,321.7089,350.1265,320.6365,345.8371,18.5519,5.6684,"40,919,643","2,610,511,168"
600760,÷–∫Ω…Ú∑…,2022-08-04,346.4269,349.1614,335.1671,339.9391,-5.8980,-1.7054,"21,790,461","1,390,268,304"
600760,÷–∫Ω…Ú∑…,2022-08-05,338.0624,346.3732,330.1806,337.7943,-2.1447,-0.6309,"18,414,088","1,158,517,728"
600760,÷–∫Ω…Ú∑…,2022-08-08,335.9713,348.4644,335.7568,345.6762,7.8819,2.3333,"16,196,546","1,042,256,624"
600760,÷–∫Ω…Ú∑…,2022-08-09,343.1025,363.4774,342.2447,359.3488,13.6726,3.9553,"25,260,583","1,665,569,936"
600760,÷–∫Ω…Ú∑…,2022-08-10,358.7591,371.3057,357.4186,362.4587,3.1099,0.8654,"21,292,215","1,451,333,536"
600760,÷–∫Ω…Ú∑…,2022-08-11,359.6706,366.1584,353.8798,363.9064,1.4477,0.3994,"12,402,991","838,178,880"
600760,÷–∫Ω…Ú∑…,2022-08-12,359.2952,368.3567,354.2551,354.4160,-9.4904,-2.6079,"12,945,607","867,244,112"
600760,÷–∫Ω…Ú∑…,2022-08-15,353.8798,358.1156,352.0032,354.7913,0.3753,0.1059,"8,098,872","535,547,840"
600760,÷–∫Ω…Ú∑…,2022-08-16,355.4883,359.3488,352.5930,354.7377,-0.0536,-0.0151,"6,621,152","438,636,048"
600760,÷–∫Ω…Ú∑…,2022-08-17,353.7726,354.9521,345.3545,348.7325,-6.0052,-1.6929,"9,829,371","638,729,088"
600760,÷–∫Ω…Ú∑…,2022-08-18,348.7325,352.2712,342.3519,349.5367,0.8043,0.2306,"8,265,268","535,132,656"
600760,÷–∫Ω…Ú∑…,2022-08-19,348.2499,352.6465,340.5289,340.7433,-8.7934,-2.5157,"7,739,190","497,894,240"
600760,÷–∫Ω…Ú∑…,2022-08-22,338.3842,348.7861,335.1134,347.3384,6.5950,1.9355,"7,314,742","470,128,544"
600760,÷–∫Ω…Ú∑…,2022-08-23,346.1052,347.4456,335.7568,341.6012,-5.7372,-1.6517,"9,218,041","585,330,848"
600760,÷–∫Ω…Ú∑…,2022-08-24,341.2259,341.2259,327.3924,328.7865,-12.8147,-3.7514,"9,200,099","569,316,560"
600760,÷–∫Ω…Ú∑…,2022-08-25,329.1618,331.7355,324.5507,329.6980,0.9115,0.2772,"7,624,836","466,626,544"
600760,÷–∫Ω…Ú∑…,2022-08-26,330.3414,333.7730,322.8349,325.2477,-4.4503,-1.3498,"8,667,671","530,047,776"
600760,÷–∫Ω…Ú∑…,2022-08-29,321.7089,331.3065,318.3846,330.4487,5.2010,1.5991,"9,149,848","559,290,320"
600760,÷–∫Ω…Ú∑…,2022-08-30,327.0707,327.6069,318.3846,319.7250,-10.7236,-3.2452,"10,235,834","612,729,200"
600760,÷–∫Ω…Ú∑…,2022-08-31,321.2799,322.4059,311.9504,315.0602,-4.6648,-1.4590,"9,131,617","538,120,608"
600760,÷–∫Ω…Ú∑…,2022-09-01,315.0602,319.4569,310.4491,314.0951,-0.9651,-0.3063,"10,240,615","599,726,640"
600760,÷–∫Ω…Ú∑…,2022-09-02,311.9504,317.9556,308.8405,314.4168,0.3217,0.1024,"7,929,956","463,432,304"
600760,÷–∫Ω…Ú∑…,2022-09-05,313.6662,317.9556,309.2159,311.5751,-2.8418,-0.9038,"5,673,299","331,524,800"
600760,÷–∫Ω…Ú∑…,2022-09-06,314.7386,342.7272,314.7386,335.2207,23.6456,7.5891,"28,199,501","1,754,513,296"
600760,÷–∫Ω…Ú∑…,2022-09-07,332.9687,349.1078,331.8427,344.8183,9.5976,2.8631,"19,493,407","1,240,904,624"
600760,÷–∫Ω…Ú∑…,2022-09-08,344.0141,353.8262,344.0141,349.8048,4.9865,1.4461,"15,204,314","994,711,024"
600760,÷–∫Ω…Ú∑…,2022-09-09,348.4644,359.1344,346.2660,352.2712,2.4664,0.7051,"14,740,235","970,644,688"
600760,÷–∫Ω…Ú∑…,2022-09-13,353.8798,365.1396,351.1453,362.6195,10.3483,2.9376,"16,656,451","1,116,693,376"
600760,÷–∫Ω…Ú∑…,2022-09-14,360.5284,365.0324,356.8288,360.9574,-1.6621,-0.4584,"10,442,083","703,223,552"
