÷§»Ø¥˙¬Î,÷§»Ø√˚≥∆,Ωª“◊ ±º‰,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,’«µ¯,’«µ¯∑˘%,≥…Ωª¡ø,≥…Ωª∂Ó
600760,÷–∫Ω…Ú∑…,2022-09-15,361.3327,362.2978,347.5529,351.3597,-9.5977,-2.6589,"10,073,898","662,001,632"
600760,÷–∫Ω…Ú∑…,2022-09-16,350.6627,360.7429,349.6440,351.8423,0.4826,0.1373,"13,680,939","907,866,816"
600760,÷–∫Ω…Ú∑…,2022-09-19,352.1104,360.2067,349.3223,351.3597,-0.4826,-0.1372,"7,925,814","521,231,328"
600760,÷–∫Ω…Ú∑…,2022-09-20,352.8074,358.1693,348.6788,351.2525,-0.1072,-0.0305,"7,158,562","470,746,560"
600760,÷–∫Ω…Ú∑…,2022-09-21,350.4482,354.4160,339.4029,352.7538,1.5013,0.4274,"10,285,832","667,157,152"
600760,÷–∫Ω…Ú∑…,2022-09-22,353.7726,360.0995,348.5180,355.5419,2.7881,0.7904,"9,506,292","632,128,912"
600760,÷–∫Ω…Ú∑…,2022-09-23,354.4696,379.0803,350.2874,355.8101,0.2681,0.0754,"23,050,545","1,556,000,336"
600760,÷–∫Ω…Ú∑…,2022-09-26,353.3436,357.3113,343.1562,344.2285,-11.5815,-3.2550,"12,712,544","829,543,408"
600760,÷–∫Ω…Ú∑…,2022-09-27,344.2285,354.4160,343.1025,348.0890,3.8605,1.1215,"8,114,648","527,857,808"
600760,÷–∫Ω…Ú∑…,2022-09-28,347.3920,356.4535,337.2582,339.5638,-8.5253,-2.4492,"8,942,724","574,995,184"
600760,÷–∫Ω…Ú∑…,2022-09-29,344.1749,351.9495,338.1697,341.6012,2.0375,0.6000,"8,839,100","568,158,768"
600760,÷–∫Ω…Ú∑…,2022-09-30,341.6548,342.6200,326.7490,326.8026,-14.7986,-4.3321,"9,519,925","586,715,248"
600760,÷–∫Ω…Ú∑…,2022-10-10,327.0707,333.7730,324.3898,326.9099,0.1072,0.0328,"7,647,039","469,232,800"
600760,÷–∫Ω…Ú∑…,2022-10-11,326.9099,330.7704,321.7089,325.5694,-1.3405,-0.4100,"6,512,415","395,171,568"
600760,÷–∫Ω…Ú∑…,2022-10-12,323.9608,332.3789,315.8645,331.8964,6.3270,1.9434,"7,184,620","434,059,936"
600760,÷–∫Ω…Ú∑…,2022-10-13,328.1431,339.7246,327.3924,331.0385,-0.8579,-0.2585,"7,425,614","461,080,944"
600760,÷–∫Ω…Ú∑…,2022-10-14,334.0411,353.3436,328.8937,348.3571,17.3187,5.2316,"12,484,467","797,448,512"
600760,÷–∫Ω…Ú∑…,2022-10-17,346.8022,372.3780,345.4617,372.2172,23.8601,6.8493,"19,700,229","1,340,051,328"
600760,÷–∫Ω…Ú∑…,2022-10-18,372.2708,375.3271,361.0110,371.7882,-0.4290,-0.1152,"13,418,405","928,013,264"
600760,÷–∫Ω…Ú∑…,2022-10-19,371.7346,372.2708,364.4962,365.3004,-6.4878,-1.7450,"6,845,146","469,355,696"
600760,÷–∫Ω…Ú∑…,2022-10-20,363.6383,368.4639,358.4373,361.3864,-3.9141,-1.0715,"5,556,231","376,425,600"
600760,÷–∫Ω…Ú∑…,2022-10-21,361.4400,373.6649,358.1693,363.5311,2.1447,0.5935,"8,712,508","592,462,384"
600760,÷–∫Ω…Ú∑…,2022-10-24,370.9840,390.5010,370.9840,385.5681,22.0371,6.0620,"24,025,222","1,717,459,536"
600760,÷–∫Ω…Ú∑…,2022-10-25,384.9783,391.4661,380.3135,384.6566,-0.9116,-0.2364,"10,736,723","774,397,184"
600760,÷–∫Ω…Ú∑…,2022-10-26,384.4421,391.3053,379.9919,386.1579,1.5013,0.3903,"8,034,570","576,839,696"
600760,÷–∫Ω…Ú∑…,2022-10-27,386.8549,386.8549,375.2734,382.2974,-3.8605,-0.9997,"7,774,337","551,604,176"
600760,÷–∫Ω…Ú∑…,2022-10-28,377.2037,389.1606,375.4879,379.0267,-3.2707,-0.8555,"6,983,602","498,025,056"
600760,÷–∫Ω…Ú∑…,2022-10-31,379.0267,391.4125,353.7726,388.5171,9.4904,2.5039,"18,866,160","1,316,522,016"
600760,÷–∫Ω…Ú∑…,2022-11-01,386.5869,389.3214,365.0324,368.7320,-19.7851,-5.0925,"17,516,070","1,218,774,512"
600760,÷–∫Ω…Ú∑…,2022-11-02,367.9814,368.3567,353.5581,362.6195,-6.1125,-1.6577,"25,106,326","1,679,404,256"
600760,÷–∫Ω…Ú∑…,2022-11-03,358.3837,373.3432,358.1693,366.5873,3.9678,1.0942,"14,657,152","999,808,896"
600760,÷–∫Ω…Ú∑…,2022-11-04,366.6409,368.8929,361.9761,368.0886,1.5013,0.4095,"9,368,156","639,645,296"
600760,÷–∫Ω…Ú∑…,2022-11-07,369.3754,369.8580,353.8798,355.5956,-12.4930,-3.3940,"16,327,987","1,092,283,584"
600760,÷–∫Ω…Ú∑…,2022-11-08,355.4883,361.6008,353.8798,360.6357,5.0401,1.4174,"9,925,067","663,998,224"
600760,÷–∫Ω…Ú∑…,2022-11-09,366.2120,367.9278,356.2926,356.7216,-3.9141,-1.0853,"11,083,685","749,079,568"
600760,÷–∫Ω…Ú∑…,2022-11-10,353.5045,355.4883,348.5180,350.1801,-6.5414,-1.8338,"8,761,447","573,954,000"
600760,÷–∫Ω…Ú∑…,2022-11-11,356.5607,358.1693,348.5180,355.5419,5.3618,1.5312,"12,315,485","811,099,824"
600760,÷–∫Ω…Ú∑…,2022-11-14,355.5419,358.7054,348.5180,352.4857,-3.0562,-0.8596,"9,024,235","595,668,896"
600760,÷–∫Ω…Ú∑…,2022-11-15,349.6440,355.4883,349.5903,354.7913,2.3056,0.6541,"9,665,869","636,842,928"
600760,÷–∫Ω…Ú∑…,2022-11-16,354.8449,366.5337,354.8449,359.7778,4.9865,1.4055,"17,205,965","1,158,864,864"
600760,÷–∫Ω…Ú∑…,2022-11-17,355.6492,357.9548,343.6923,353.0755,-6.7023,-1.8629,"12,998,499","845,071,744"
600760,÷–∫Ω…Ú∑…,2022-11-18,350.6091,353.7726,344.0141,344.7111,-8.3644,-2.3690,"8,355,473","540,474,672"
600760,÷–∫Ω…Ú∑…,2022-11-21,344.6038,346.9094,341.0114,345.5690,0.8579,0.2489,"9,051,580","581,174,240"
600760,÷–∫Ω…Ú∑…,2022-11-22,345.5154,358.9199,344.2285,351.6814,6.1125,1.7688,"15,609,265","1,024,487,616"
600760,÷–∫Ω…Ú∑…,2022-11-23,352.2712,356.8288,346.4269,354.7377,3.0563,0.8690,"9,830,121","645,627,328"
600760,÷–∫Ω…Ú∑…,2022-11-24,354.4160,356.5607,349.1078,350.5555,-4.1823,-1.1790,"6,663,808","438,182,576"
600760,÷–∫Ω…Ú∑…,2022-11-25,351.0917,351.6278,343.1562,343.8532,-6.7023,-1.9119,"6,644,036","430,175,728"
600760,÷–∫Ω…Ú∑…,2022-11-28,338.3842,349.3759,337.7943,346.8022,2.9490,0.8576,"6,073,352","389,618,224"
600760,÷–∫Ω…Ú∑…,2022-11-29,352.2712,359.6169,345.8907,346.9630,0.1609,0.0464,"12,213,958","801,543,072"
600760,÷–∫Ω…Ú∑…,2022-11-30,350.0193,351.1989,333.2904,333.6657,-13.2973,-3.8325,"22,380,778","1,409,042,048"
600760,÷–∫Ω…Ú∑…,2022-12-01,332.5398,336.6684,329.0546,336.2930,2.6273,0.7874,"14,448,753","897,166,528"
600760,÷–∫Ω…Ú∑…,2022-12-02,334.3628,334.5236,330.6095,331.7891,-4.5039,-1.3393,"9,551,057","592,252,800"
600760,÷–∫Ω…Ú∑…,2022-12-05,333.2904,334.3091,323.3174,326.3201,-5.4691,-1.6484,"19,272,428","1,179,693,856"
600760,÷–∫Ω…Ú∑…,2022-12-06,324.1217,328.9473,318.8135,328.9473,2.6273,0.8051,"17,071,336","1,031,046,416"
600760,÷–∫Ω…Ú∑…,2022-12-07,327.0707,333.5049,326.1592,333.5049,4.5576,1.3855,"14,988,299","925,869,648"
600760,÷–∫Ω…Ú∑…,2022-12-08,333.9875,334.3628,324.8188,325.5694,-7.9355,-2.3794,"12,168,407","746,199,728"
600760,÷–∫Ω…Ú∑…,2022-12-09,325.5694,327.4997,318.8135,319.7787,-5.7907,-1.7787,"14,207,337","850,120,288"
600760,÷–∫Ω…Ú∑…,2022-12-12,318.7063,324.3362,314.2024,321.8161,2.0375,0.6372,"11,345,876","675,229,040"
600760,÷–∫Ω…Ú∑…,2022-12-13,321.7089,321.7625,316.4007,317.3122,-4.5039,-1.3995,"6,653,293","395,203,728"
600760,÷–∫Ω…Ú∑…,2022-12-14,316.9369,322.5132,316.3471,319.8323,2.5201,0.7942,"6,071,439","362,794,688"
600760,÷–∫Ω…Ú∑…,2022-12-15,318.3846,322.1915,318.3846,320.2076,0.3753,0.1174,"4,846,545","289,423,024"
600760,÷–∫Ω…Ú∑…,2022-12-16,319.5106,320.1004,312.5938,314.3632,-5.8444,-1.8252,"6,500,460","382,156,032"
600760,÷–∫Ω…Ú∑…,2022-12-19,313.7198,316.0254,308.5724,309.5912,-4.7720,-1.5180,"6,777,202","393,642,704"
600760,÷–∫Ω…Ú∑…,2022-12-20,309.4303,314.5777,309.3767,313.8270,4.2358,1.3682,"7,562,617","440,897,200"
600760,÷–∫Ω…Ú∑…,2022-12-21,313.6126,317.7948,311.0925,312.9691,-0.8579,-0.2734,"6,038,577","354,519,792"
600760,÷–∫Ω…Ú∑…,2022-12-22,311.7896,317.4195,306.1596,313.1300,0.1609,0.0514,"6,778,508","393,626,768"
600760,÷–∫Ω…Ú∑…,2022-12-23,311.0925,312.5938,300.7978,302.6745,-10.4555,-3.3390,"8,195,404","467,335,056"
600760,÷–∫Ω…Ú∑…,2022-12-26,302.9425,317.5267,302.9425,317.3122,14.6378,4.8361,"14,165,332","824,420,416"
600760,÷–∫Ω…Ú∑…,2022-12-27,316.8833,319.7250,313.8270,316.2398,-1.0724,-0.3380,"6,258,755","368,994,640"
600760,÷–∫Ω…Ú∑…,2022-12-28,316.2935,316.2935,306.9103,308.8405,-7.3993,-2.3398,"7,899,776","458,028,560"
600760,÷–∫Ω…Ú∑…,2022-12-29,309.3767,319.0280,307.2320,313.5589,4.7184,1.5278,"9,961,254","583,341,104"
600760,÷–∫Ω…Ú∑…,2022-12-30,313.5053,317.7411,310.9853,314.3632,0.8043,0.2565,"6,556,715","384,817,744"
600760,÷–∫Ω…Ú∑…,2023-01-03,313.1836,324.9260,312.7010,324.0145,9.6513,3.0701,"13,545,769","811,266,976"
600760,÷–∫Ω…Ú∑…,2023-01-04,323.6392,323.7464,317.5267,320.3684,-3.6461,-1.1253,"7,151,213","427,271,392"
600760,÷–∫Ω…Ú∑…,2023-01-05,320.4221,323.2638,319.2961,322.6740,2.3056,0.7197,"7,794,901","467,346,848"
600760,÷–∫Ω…Ú∑…,2023-01-06,320.9583,322.7813,320.4757,321.8698,-0.8043,-0.2493,"6,336,497","379,926,080"
600760,÷–∫Ω…Ú∑…,2023-01-09,321.9234,323.9073,311.8432,313.5589,-8.3108,-2.5820,"12,150,775","715,386,080"
600760,÷–∫Ω…Ú∑…,2023-01-10,313.9343,315.7573,307.6609,309.2695,-4.2894,-1.3680,"11,801,763","680,782,688"
600760,÷–∫Ω…Ú∑…,2023-01-11,308.3580,313.6662,307.0711,309.1086,-0.1609,-0.0520,"7,168,498","414,274,768"
600760,÷–∫Ω…Ú∑…,2023-01-12,314.2024,315.8109,307.5537,308.4652,-0.6434,-0.2082,"8,921,236","516,405,552"
600760,÷–∫Ω…Ú∑…,2023-01-13,309.1623,310.3419,306.8031,309.5376,1.0724,0.3476,"5,721,587","329,353,552"
600760,÷–∫Ω…Ú∑…,2023-01-16,309.6448,314.5777,308.5724,313.1300,3.5924,1.1606,"10,509,019","612,020,272"
600760,÷–∫Ω…Ú∑…,2023-01-17,314.2024,316.8833,310.8780,315.5428,2.4128,0.7705,"9,000,515","528,641,616"
600760,÷–∫Ω…Ú∑…,2023-01-18,315.5428,316.8297,314.2560,315.5428,0.0000,0.0000,"4,925,860","289,962,704"
600760,÷–∫Ω…Ú∑…,2023-01-19,312.5938,319.8323,312.5938,319.2425,3.6996,1.1725,"7,186,293","425,080,160"
600760,÷–∫Ω…Ú∑…,2023-01-20,319.2425,321.4944,317.8484,319.4033,0.1609,0.0504,"6,244,611","371,972,544"
600760,÷–∫Ω…Ú∑…,2023-01-30,323.7464,331.8964,320.9046,328.3575,8.9542,2.8034,"21,581,542","1,315,909,664"
600760,÷–∫Ω…Ú∑…,2023-01-31,325.8911,328.7329,325.4622,327.3924,-0.9651,-0.2939,"8,892,607","542,655,920"
600760,÷–∫Ω…Ú∑…,2023-02-01,327.7678,328.6793,323.5855,328.6793,1.2868,0.3931,"9,983,120","608,360,688"
600760,÷–∫Ω…Ú∑…,2023-02-02,330.2342,331.2529,320.7438,321.6553,-7.0240,-2.1370,"16,717,960","1,012,234,960"
600760,÷–∫Ω…Ú∑…,2023-02-03,321.7089,324.6043,317.4731,324.2289,2.5736,0.8001,"11,518,702","689,317,088"
600760,÷–∫Ω…Ú∑…,2023-02-06,322.2451,326.7490,320.4757,321.2263,-3.0026,-0.9261,"7,552,587","455,151,456"
600760,÷–∫Ω…Ú∑…,2023-02-07,321.7089,323.5319,316.3471,318.3846,-2.8418,-0.8847,"9,170,419","545,288,928"
600760,÷–∫Ω…Ú∑…,2023-02-08,318.4918,318.7599,313.6126,313.6126,-4.7720,-1.4988,"7,971,213","468,627,776"
600760,÷–∫Ω…Ú∑…,2023-02-09,313.2372,317.8484,312.4866,317.0441,3.4315,1.0942,"7,996,215","471,734,224"
600760,÷–∫Ω…Ú∑…,2023-02-10,316.2935,316.8833,310.9853,312.3793,-4.6648,-1.4713,"10,956,625","639,373,232"
600760,÷–∫Ω…Ú∑…,2023-02-13,312.3793,315.5964,311.3606,313.1300,0.7507,0.2403,"10,911,929","637,213,760"
600760,÷–∫Ω…Ú∑…,2023-02-14,312.5938,312.7547,308.8405,311.0925,-2.0375,-0.6507,"10,485,673","606,620,272"
600760,÷–∫Ω…Ú∑…,2023-02-15,311.1461,313.6662,309.2695,313.3445,2.2520,0.7239,"8,241,656","479,130,480"
600760,÷–∫Ω…Ú∑…,2023-02-16,312.2185,314.3632,305.7843,308.5188,-4.8256,-1.5400,"12,548,197","727,627,776"
600760,÷–∫Ω…Ú∑…,2023-02-17,308.1971,309.0014,302.9425,304.4975,-4.0214,-1.3034,"11,361,571","646,374,272"
600760,÷–∫Ω…Ú∑…,2023-02-20,303.8540,307.0175,302.9962,306.3741,1.8766,0.6163,"6,531,218","372,001,168"
600760,÷–∫Ω…Ú∑…,2023-02-21,306.4814,311.8968,306.4814,310.6100,4.2358,1.3826,"9,335,298","539,815,008"
600760,÷–∫Ω…Ú∑…,2023-02-22,308.7333,311.8968,308.3044,309.5376,-1.0724,-0.3453,"5,892,134","340,456,416"
600760,÷–∫Ω…Ú∑…,2023-02-23,310.0738,310.1810,305.6234,306.6958,-2.8417,-0.9181,"6,276,809","360,568,480"
600760,÷–∫Ω…Ú∑…,2023-02-24,308.1971,317.5803,308.1971,313.3445,6.6486,2.1678,"21,747,254","1,274,856,000"
600760,÷–∫Ω…Ú∑…,2023-02-27,314.2024,315.1675,308.1971,309.8593,-3.4852,-1.1122,"12,248,116","710,606,128"
600760,÷–∫Ω…Ú∑…,2023-02-28,309.7520,310.9853,307.6609,310.0201,0.1609,0.0519,"6,064,763","350,029,392"
600760,÷–∫Ω…Ú∑…,2023-03-01,309.3767,310.8780,309.0550,310.6635,0.6434,0.2075,"6,748,516","390,164,656"
600760,÷–∫Ω…Ú∑…,2023-03-02,310.6635,313.1300,307.9826,309.4303,-1.2332,-0.3970,"8,499,254","491,711,072"
600760,÷–∫Ω…Ú∑…,2023-03-03,309.4303,316.5616,308.0899,316.5079,7.0776,2.2873,"22,680,634","1,330,368,896"
600760,÷–∫Ω…Ú∑…,2023-03-06,321.7089,322.5668,313.0228,317.7411,1.2332,0.3896,"23,835,109","1,412,341,008"
600760,÷–∫Ω…Ú∑…,2023-03-07,316.3471,317.2050,311.5751,312.3257,-5.4154,-1.7044,"12,599,922","739,149,744"
600760,÷–∫Ω…Ú∑…,2023-03-08,310.8780,315.8109,309.3231,315.1675,2.8418,0.9099,"9,318,074","544,472,208"
600760,÷–∫Ω…Ú∑…,2023-03-09,314.5241,315.1675,304.4975,305.6234,-9.5440,-3.0282,"19,348,883","1,109,646,192"
600760,÷–∫Ω…Ú∑…,2023-03-10,304.0149,306.5349,303.4787,303.8004,-1.8230,-0.5965,"7,464,055","423,895,888"
600760,÷–∫Ω…Ú∑…,2023-03-13,303.3715,305.5162,301.6021,304.8728,1.0724,0.3530,"5,719,091","323,710,256"
600760,÷–∫Ω…Ú∑…,2023-03-14,304.2830,304.4975,292.7551,297.9561,-6.9167,-2.2687,"10,826,231","603,891,360"
600760,÷–∫Ω…Ú∑…,2023-03-15,299.5646,299.5646,294.3100,295.2215,-2.7345,-0.9178,"8,279,866","457,627,392"
600760,÷–∫Ω…Ú∑…,2023-03-16,293.2913,294.8998,285.0341,286.8571,-8.3644,-2.8333,"10,505,214","566,272,272"
600760,÷–∫Ω…Ú∑…,2023-03-17,288.1440,290.1278,284.8732,287.7686,0.9115,0.3178,"6,405,419","343,828,992"
600760,÷–∫Ω…Ú∑…,2023-03-20,288.9482,292.1653,287.1252,289.1627,1.3941,0.4845,"5,932,103","320,712,240"
600760,÷–∫Ω…Ú∑…,2023-03-21,293.7202,305.0873,292.8087,297.9024,8.7397,3.0224,"15,085,164","843,950,272"
600760,÷–∫Ω…Ú∑…,2023-03-22,297.5807,297.5807,292.2189,294.0956,-3.8069,-1.2779,"8,621,960","472,923,376"
600760,÷–∫Ω…Ú∑…,2023-03-23,292.7551,295.9722,290.9321,295.9185,1.8230,0.6199,"7,339,906","401,287,568"
600760,÷–∫Ω…Ú∑…,2023-03-24,294.8998,295.9185,293.4521,293.9347,-1.9839,-0.6704,"5,349,860","293,741,216"
600760,÷–∫Ω…Ú∑…,2023-03-27,294.2564,294.3636,288.8946,289.6989,-4.2358,-1.4411,"6,609,035","357,397,216"
600760,÷–∫Ω…Ú∑…,2023-03-28,290.4495,292.0044,286.0528,287.0716,-2.6273,-0.9069,"6,173,202","331,981,152"
600760,÷–∫Ω…Ú∑…,2023-03-29,287.2324,287.3397,284.2298,286.4281,-0.6434,-0.2241,"5,579,047","297,095,088"
600760,÷–∫Ω…Ú∑…,2023-03-30,286.5890,287.8758,284.7660,287.8222,1.3941,0.4867,"5,064,453","270,454,064"
600760,÷–∫Ω…Ú∑…,2023-03-31,288.0903,289.5380,286.7498,288.6801,0.8579,0.2981,"5,054,681","271,881,824"
600760,÷–∫Ω…Ú∑…,2023-04-03,288.6801,292.7551,287.8758,291.5219,2.8418,0.9844,"7,611,228","412,553,088"
600760,÷–∫Ω…Ú∑…,2023-04-04,291.3610,292.4870,286.3209,288.8946,-2.6273,-0.9012,"7,606,871","409,924,288"
600760,÷–∫Ω…Ú∑…,2023-04-06,288.0903,290.9857,286.2673,290.6104,1.7158,0.5939,"7,241,056","390,871,520"
600760,÷–∫Ω…Ú∑…,2023-04-07,290.8249,292.7551,290.4495,291.5755,0.9651,0.3321,"6,035,026","328,446,320"
600760,÷–∫Ω…Ú∑…,2023-04-10,295.9722,298.2242,292.8087,293.8811,2.3056,0.7907,"9,257,402","510,620,240"
600760,÷–∫Ω…Ú∑…,2023-04-11,293.8811,295.4896,292.2725,293.5594,-0.3217,-0.1095,"4,227,743","231,492,699"
600760,÷–∫Ω…Ú∑…,2023-04-12,293.6130,294.8998,292.2189,293.7202,0.1609,0.0548,"4,065,882","222,494,757"
600760,÷–∫Ω…Ú∑…,2023-04-13,293.9347,296.0794,289.5380,294.8462,1.1260,0.3834,"6,462,381","353,540,800"
600760,÷–∫Ω…Ú∑…,2023-04-14,294.8998,295.4360,291.6827,294.0956,-0.7507,-0.2546,"4,429,737","242,360,939"
600760,÷–∫Ω…Ú∑…,2023-04-17,293.6130,298.1169,291.6827,297.9561,3.8605,1.3127,"7,941,953","437,867,488"
600760,÷–∫Ω…Ú∑…,2023-04-18,298.1169,307.5537,296.6692,303.2106,5.2546,1.7635,"16,112,549","908,667,520"
600760,÷–∫Ω…Ú∑…,2023-04-19,302.8353,304.2294,299.4574,301.3876,-1.8230,-0.6012,"8,076,478","453,718,864"
600760,÷–∫Ω…Ú∑…,2023-04-20,300.5833,301.3340,297.0446,299.2965,-2.0911,-0.6938,"5,985,703","333,536,752"
600760,÷–∫Ω…Ú∑…,2023-04-21,298.0633,308.3044,297.8488,303.5323,4.2358,1.4153,"14,727,178","838,858,976"
600760,÷–∫Ω…Ú∑…,2023-04-24,301.8702,308.3044,296.2403,305.3554,1.8230,0.6006,"10,298,836","583,087,680"
600760,÷–∫Ω…Ú∑…,2023-04-25,308.1971,310.3955,303.9613,305.0337,-0.3217,-0.1054,"12,003,174","687,773,504"
600760,÷–∫Ω…Ú∑…,2023-04-26,303.8540,307.8218,300.8514,306.9639,1.9302,0.6328,"10,529,578","598,886,272"
600760,÷–∫Ω…Ú∑…,2023-04-27,307.0175,309.3767,304.0685,308.0363,1.0724,0.3494,"8,446,732","484,053,472"
600760,÷–∫Ω…Ú∑…,2023-04-28,306.4814,309.4303,306.3205,308.3580,0.3217,0.1044,"8,177,223","469,622,560"
600760,÷–∫Ω…Ú∑…,2023-05-04,307.3929,310.1810,303.4787,303.5323,-4.8256,-1.5649,"8,414,134","479,691,376"
600760,÷–∫Ω…Ú∑…,2023-05-05,303.2643,305.3554,298.3850,300.3152,-3.2171,-1.0599,"7,606,055","426,646,080"
600760,÷–∫Ω…Ú∑…,2023-05-08,300.3152,314.8994,300.1544,314.3096,13.9944,4.6599,"21,318,242","1,237,009,344"
600760,÷–∫Ω…Ú∑…,2023-05-09,316.0790,330.3950,315.5428,317.2050,2.8954,0.9212,"31,168,385","1,876,444,240"
600760,÷–∫Ω…Ú∑…,2023-05-10,317.0977,317.0977,303.8004,307.3392,-9.8658,-3.1102,"16,960,342","974,281,088"
600760,÷–∫Ω…Ú∑…,2023-05-11,305.8915,310.2346,304.6047,308.2508,0.9115,0.2966,"6,699,054","384,791,408"
600760,÷–∫Ω…Ú∑…,2023-05-12,307.8218,308.0899,302.1383,306.4277,-1.8230,-0.5914,"8,407,287","477,741,888"
600760,÷–∫Ω…Ú∑…,2023-05-15,305.6771,321.4408,304.6583,320.5829,14.1552,4.6194,"20,233,130","1,193,411,168"
600760,÷–∫Ω…Ú∑…,2023-05-16,319.8323,322.9421,316.3471,320.5829,0.0000,0.0000,"11,516,595","688,432,304"
600760,÷–∫Ω…Ú∑…,2023-05-17,320.3684,330.5559,317.0441,325.5694,4.9865,1.5554,"18,315,518","1,110,510,656"
600760,÷–∫Ω…Ú∑…,2023-05-18,325.5158,325.5694,320.3684,320.8510,-4.7184,-1.4493,"8,494,652","510,342,688"
600760,÷–∫Ω…Ú∑…,2023-05-19,319.5106,325.3013,317.6339,319.6178,-1.2332,-0.3844,"8,677,333","519,726,656"
600760,÷–∫Ω…Ú∑…,2023-05-22,319.6178,322.9958,315.2747,318.6527,-0.9651,-0.3020,"6,939,840","412,604,544"
600760,÷–∫Ω…Ú∑…,2023-05-23,319.0280,319.2961,310.9853,311.3070,-7.3457,-2.3052,"8,824,270","515,330,032"
600760,÷–∫Ω…Ú∑…,2023-05-24,309.3767,316.1326,307.2320,310.9853,-0.3217,-0.1033,"7,491,539","435,556,640"
600760,÷–∫Ω…Ú∑…,2023-05-25,310.0738,320.0467,309.1623,316.1862,5.2010,1.6724,"8,024,716","473,272,176"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
 ˝æ›¿¥‘¥£∫∂´∑Ω≤∆∏ªChoice ˝æ›,,,,,,,,,,
